"Pair","Param1","Param2","Param1Value","Param2Value","TrueMu"
"delta_max_vs_b","delta_max","b",0.04,0.75,1.01987615678386
"gamma_max_vs_a","gamma_max","a",0.228571428571429,2.75,1.02212575565173
"E_star_vs_a","E_star","a",292.857142857143,2.5,1.02228660183047
"gamma_max_vs_a","gamma_max","a",0.171428571428571,3.5,1.02593732737122
"delta_max_vs_a","delta_max","a",0.025,3.75,1.02595301927759
"a_vs_b","a","b",2.25,1,1.02730256938744
"gamma_max_vs_b","gamma_max","b",0.228571428571429,0.5,1.02750762154643
"E_star_vs_a","E_star","a",550,3.25,1.02775136057474
"a_vs_b","a","b",3.5,3,1.02958533350554
"delta_max_vs_E_star","delta_max","E_star",0.08,164.285714285714,1.0297751380787
"a_vs_b","a","b",3.25,2.25,1.03053966122543
"a_vs_b","a","b",3,1.75,1.03183991120729
"gamma_max_vs_a","gamma_max","a",0.157142857142857,3.75,1.03247562668312
"E_star_vs_b","E_star","b",357.142857142857,0.5,1.03271361621319
"delta_max_vs_a","delta_max","a",0.08,1.5,1.03272239553038
"a_vs_b","a","b",3.75,4,1.03466559948007
"E_star_vs_a","E_star","a",357.142857142857,2.75,1.03535300371522
"gamma_max_vs_a","gamma_max","a",0.142857142857143,4,1.03619096441077
"gamma_max_vs_a","gamma_max","a",0.257142857142857,2.5,1.03637318579102
"a_vs_p","a","p",3.25,0.8,1.03698459258996
"delta_max_vs_a","delta_max","a",0.035,2.75,1.03716988849017
"E_star_vs_a","E_star","a",871.428571428572,4,1.0374559260391
"E_star_vs_a","E_star","a",742.857142857143,3.75,1.03782468610604
"a_vs_p","a","p",3.25,0.75,1.03802676491551
"a_vs_p","a","p",3.25,0.7,1.03928942834972
"gamma_max_vs_a","gamma_max","a",0.214285714285714,3,1.04008397266967
"delta_max_vs_a","delta_max","a",0.045,2.25,1.04032565981136
"a_vs_p","a","p",3.25,0.65,1.04081449718628
"delta_max_vs_b","delta_max","b",0.07,1.25,1.04155093253161
"a_vs_p","a","p",3.25,0.6,1.04264738105234
"gamma_max_vs_b","gamma_max","b",0.242857142857143,0.5,1.04311178006558
"gamma_max_vs_a","gamma_max","a",0.285714285714286,2.25,1.04425247755811
"a_vs_b","a","b",3.75,3.75,1.04441525745744
"a_vs_b","a","b",3.5,2.75,1.04449493252333
"a_vs_p","a","p",3.25,0.55,1.04483233987291
"E_star_vs_a","E_star","a",614.285714285714,3.5,1.04492806183295
"gamma_max_vs_delta_max","gamma_max","delta_max",0.3,0.08,1.04573981350143
"gamma_max_vs_E_star","gamma_max","E_star",0.3,100,1.04581974938385
"a_vs_p","a","p",3.25,0.5,1.04740236173285
"E_star_vs_a","E_star","a",421.428571428571,3,1.04829619537593
"delta_max_vs_a","delta_max","a",0.065,1.75,1.04841220020713
"delta_max_vs_a","delta_max","a",0.04,2.5,1.0491139581096
"a_vs_p","a","p",3.25,0.45,1.05035969985677
"E_star_vs_b","E_star","b",292.857142857143,0.5,1.05235033700621
"delta_max_vs_E_star","delta_max","E_star",0.07,100,1.05316533993276
"gamma_max_vs_a","gamma_max","a",0.2,3.25,1.05364221284815
"delta_max_vs_a","delta_max","a",0.03,3.25,1.05364221284815
"a_vs_b","a","b",3.25,2,1.05364221284815
"a_vs_p","a","p",3.25,0.4,1.05364221284815
"a_vs_b","a","b",3.75,3.5,1.05499185694959
"a_vs_p","a","p",3.25,0.35,1.05707219355172
"E_star_vs_a","E_star","a",807.142857142857,4,1.05719886904487
"gamma_max_vs_b","gamma_max","b",0.257142857142857,0.5,1.05881029997571
"a_vs_b","a","b",1.25,0.5,1.05904225812483
"a_vs_p","a","p",3.25,0.1,1.05936309027031
"gamma_max_vs_a","gamma_max","a",0.242857142857143,2.75,1.05960855904718
"delta_max_vs_b","delta_max","b",0.055,1,1.06001703400802
"a_vs_p","a","p",3.25,0.3,1.0602939335141
"a_vs_b","a","b",3.5,2.5,1.06110315687812
"E_star_vs_a","E_star","a",485.714285714286,3.25,1.06148487787259
"E_star_vs_a","E_star","a",678.571428571429,3.75,1.06202376179295
"a_vs_p","a","p",3.25,0.15,1.0624748291005
"a_vs_b","a","b",2.75,1.25,1.06270936731991
"delta_max_vs_a","delta_max","a",0.055,2,1.0627197119461
"a_vs_p","a","p",3.25,0.25,1.06273326065218
"gamma_max_vs_a","gamma_max","a",0.185714285714286,3.5,1.06343831301562
"delta_max_vs_a","delta_max","a",0.025,4,1.06358213065574
"a_vs_p","a","p",3.25,0.2,1.06366015453937
"E_star_vs_a","E_star","a",100,2,1.06382566551861
"a_vs_b","a","b",3,1.5,1.0663460605847
"a_vs_b","a","b",3.75,3.25,1.06651252126476
"E_star_vs_a","E_star","a",164.285714285714,2.25,1.0680902915827
"a_vs_b","a","b",2,0.75,1.06887224202605
"gamma_max_vs_a","gamma_max","a",0.171428571428571,3.75,1.06998440282347
"gamma_max_vs_a","gamma_max","a",0.157142857142857,4,1.07369782692662
"gamma_max_vs_a","gamma_max","a",0.271428571428571,2.5,1.07386208649566
"E_star_vs_b","E_star","b",228.571428571429,0.5,1.07431766398881
"gamma_max_vs_b","gamma_max","b",0.271428571428571,0.5,1.07459860768322
"E_star_vs_a","E_star","a",550,3.5,1.07505152977109
"a_vs_b","a","b",2.5,1,1.07543257719208
"E_star_vs_a","E_star","a",228.571428571429,2.5,1.07556054224948
"gamma_max_vs_a","gamma_max","a",0.228571428571429,3,1.07760951310904
"E_star_vs_a","E_star","a",742.857142857143,4,1.07903516253067
"a_vs_b","a","b",3.75,3,1.07912281530487
"a_vs_b","a","b",3.5,2.25,1.07977337141635
"a_vs_b","a","b",3.25,1.75,1.08039085182687
"gamma_max_vs_a","gamma_max","a",0.3,2.25,1.08171942273003
"E_star_vs_a","E_star","a",292.857142857143,2.75,1.08309561694156
"a_vs_b","a","b",4,4,1.08350749521149
"a_vs_p","a","p",3.5,0.8,1.08405052306606
"a_vs_p","a","p",3.5,0.75,1.08511134691785
"delta_max_vs_b","delta_max","b",0.075,1.25,1.08602193094005
"a_vs_p","a","p",3.5,0.7,1.08639590016856
"delta_max_vs_a","delta_max","a",0.07,1.75,1.08687309337045
"a_vs_p","a","p",3.5,0.65,1.08794682668704
"E_star_vs_a","E_star","a",614.285714285714,3.75,1.08899999600101
"delta_max_vs_E_star","delta_max","E_star",0.075,100,1.08908566245334
"a_vs_p","a","p",3.5,0.6,1.08981044153875
"gamma_max_vs_b","gamma_max","b",0.285714285714286,0.5,1.09047204444198
"E_star_vs_a","E_star","a",357.142857142857,3,1.09091308326008
"gamma_max_vs_a","gamma_max","a",0.214285714285714,3.25,1.09119276746537
"a_vs_p","a","p",3.5,0.55,1.09203211271134
"a_vs_b","a","b",4,3.75,1.09273971661052
"a_vs_b","a","b",3.75,2.75,1.09300729450862
"a_vs_p","a","p",3.5,0.5,1.09464614604234
"delta_max_vs_a","delta_max","a",0.035,3,1.09618628886387
"gamma_max_vs_a","gamma_max","a",0.257142857142857,2.75,1.09714650046354
"a_vs_p","a","p",3.5,0.45,1.09765627532699
"E_star_vs_b","E_star","b",164.285714285714,0.5,1.09889702345811
"delta_max_vs_a","delta_max","a",0.05,2.25,1.0992257335202
"E_star_vs_a","E_star","a",421.428571428571,3.25,1.0994390670576
"gamma_max_vs_a","gamma_max","a",0.2,3.5,1.1010018331243
"delta_max_vs_a","delta_max","a",0.03,3.5,1.1010018331243
"a_vs_b","a","b",3.5,2,1.1010018331243
"a_vs_p","a","p",3.5,0.4,1.1010018331243
"a_vs_b","a","b",4,3.5,1.10272121753314
"E_star_vs_a","E_star","a",678.571428571429,4,1.10327502499992
"a_vs_p","a","p",3.5,0.35,1.10450616502793
"gamma_max_vs_b","gamma_max","b",0.3,0.5,1.10642582951884
"a_vs_p","a","p",3.5,0.1,1.10722077312386
"gamma_max_vs_a","gamma_max","a",0.185714285714286,3.75,1.10755224335824
"a_vs_p","a","p",3.5,0.3,1.10781336013282
"a_vs_b","a","b",3,1.25,1.10802882039932
"a_vs_b","a","b",3.75,2.5,1.10840543348845
"E_star_vs_a","E_star","a",485.714285714286,3.5,1.10885842774098
"delta_max_vs_a","delta_max","a",0.06,2,1.1097719628021
"a_vs_p","a","p",3.5,0.15,1.11026853241949
"a_vs_p","a","p",3.5,0.25,1.11034642949826
"a_vs_b","a","b",1.5,0.5,1.11115939641017
"gamma_max_vs_a","gamma_max","a",0.171428571428571,4,1.11126325638975
"a_vs_p","a","p",3.5,0.2,1.11136843432704
"gamma_max_vs_a","gamma_max","a",0.285714285714286,2.5,1.11138650947136
"a_vs_b","a","b",3.25,1.5,1.11192044793824
"delta_max_vs_b","delta_max","b",0.045,0.75,1.11313641237045
"a_vs_b","a","b",4,3.25,1.11355332986009
"a_vs_b","a","b",2.25,0.75,1.11413329371603
"gamma_max_vs_a","gamma_max","a",0.242857142857143,3,1.11517524335039
"delta_max_vs_a","delta_max","a",0.04,2.75,1.11668107278242
"delta_max_vs_a","delta_max","a",0.045,2.5,1.1173020690419
"E_star_vs_a","E_star","a",550,3.75,1.11916995416167
"a_vs_b","a","b",2.75,1,1.11940560229353
"delta_max_vs_E_star","delta_max","E_star",0.08,100,1.12281216364748
"delta_max_vs_a","delta_max","a",0.075,1.75,1.12284784528281
"delta_max_vs_b","delta_max","b",0.06,1,1.12320417190759
"a_vs_b","a","b",4,3,1.12536174336567
"a_vs_b","a","b",3.5,1.75,1.1254902583601
"a_vs_b","a","b",3.75,2.25,1.12563651750854
"E_star_vs_b","E_star","b",100,0.5,1.12776556896422
"a_vs_p","a","p",3.75,0.8,1.12791863021805
"delta_max_vs_b","delta_max","b",0.08,1.25,1.12841036437894
"gamma_max_vs_a","gamma_max","a",0.228571428571429,3.25,1.12877317314593
"a_vs_p","a","p",3.75,0.75,1.12899654023691
"E_star_vs_a","E_star","a",614.285714285714,4,1.13027820912233
"a_vs_p","a","p",3.75,0.7,1.13030109859247
"delta_max_vs_b","delta_max","b",0.035,0.5,1.13119651581289
"a_vs_p","a","p",3.75,0.65,1.1318756250098
"a_vs_p","a","p",3.75,0.6,1.13376728693419
"gamma_max_vs_a","gamma_max","a",0.271428571428571,2.75,1.13470053457906
"E_star_vs_a","E_star","a",164.285714285714,2.5,1.13547938611726
"a_vs_p","a","p",3.75,0.55,1.13602251861068
"E_star_vs_a","E_star","a",228.571428571429,2.75,1.13652987373491
"a_vs_b","a","b",4,2.75,1.13830580372448
"gamma_max_vs_a","gamma_max","a",0.214285714285714,3.5,1.1385886855807
"a_vs_p","a","p",3.75,0.5,1.13867693397173
"E_star_vs_a","E_star","a",292.857142857143,3,1.13876225459935
"E_star_vs_a","E_star","a",100,2.25,1.1391528009672
"a_vs_p","a","p",3.75,0.45,1.14173580773687
"E_star_vs_a","E_star","a",357.142857142857,3.25,1.14212485551029
"gamma_max_vs_a","gamma_max","a",0.2,3.75,1.14514013943653
"delta_max_vs_a","delta_max","a",0.03,3.75,1.14514013943653
"a_vs_b","a","b",3.75,2,1.14514013943653
"a_vs_p","a","p",3.75,0.4,1.14514013943653
"E_star_vs_a","E_star","a",421.428571428571,3.5,1.14685453752016
"a_vs_p","a","p",3.75,0.35,1.14871474375794
"gamma_max_vs_a","gamma_max","a",0.185714285714286,4,1.1488482772406
"gamma_max_vs_a","gamma_max","a",0.3,2.5,1.1489081467765
"a_vs_b","a","b",3.25,1.25,1.14996322826
"delta_max_vs_a","delta_max","a",0.035,3.25,1.15077897208357
"a_vs_p","a","p",3.75,0.1,1.15186357303647
"a_vs_p","a","p",3.75,0.3,1.15210424599378
"a_vs_b","a","b",4,2.5,1.1525927914617
"gamma_max_vs_a","gamma_max","a",0.257142857142857,3,1.15274300053428
"delta_max_vs_a","delta_max","a",0.055,2.25,1.15294340149825
"E_star_vs_a","E_star","a",485.714285714286,3.75,1.15299922636371
"delta_max_vs_a","delta_max","a",0.065,2,1.15328178179829
"a_vs_b","a","b",3.5,1.5,1.15427345116971
"a_vs_p","a","p",3.75,0.25,1.15472992246639
"a_vs_p","a","p",3.75,0.15,1.15484014476898
"a_vs_b","a","b",2.5,0.75,1.15506479425604
"a_vs_p","a","p",3.75,0.2,1.15584906979109
"a_vs_b","a","b",1.75,0.5,1.15592804040265
"delta_max_vs_a","delta_max","a",0.08,1.75,1.15661378789699
"a_vs_b","a","b",3,1,1.15986037310455
"E_star_vs_a","E_star","a",550,4,1.16045633265548
"gamma_max_vs_a","gamma_max","a",0.242857142857143,3.25,1.16634587232447
"a_vs_b","a","b",3.75,1.75,1.16754517555148
"a_vs_b","a","b",4,2.25,1.16850067704475
"a_vs_p","a","p",4,0.8,1.16894494362209
"a_vs_p","a","p",4,0.75,1.17003855566609
"a_vs_p","a","p",4,0.7,1.17136146112117
"gamma_max_vs_a","gamma_max","a",0.285714285714286,2.75,1.1722335906595
"a_vs_p","a","p",4,0.65,1.17295760827274
"a_vs_p","a","p",4,0.6,1.17487496882314
"gamma_max_vs_a","gamma_max","a",0.228571428571429,3.5,1.17616169063778
"a_vs_p","a","p",4,0.55,1.17716100233661
"delta_max_vs_a","delta_max","a",0.04,3,1.17888822171712
"delta_max_vs_a","delta_max","a",0.05,2.5,1.17889693153856
"a_vs_p","a","p",4,0.5,1.17985261324048
"gamma_max_vs_a","gamma_max","a",0.214285714285714,3.75,1.1827110995043
"a_vs_p","a","p",4,0.45,1.18295665266194
"delta_max_vs_b","delta_max","b",0.065,1,1.18319437550344
"gamma_max_vs_a","gamma_max","a",0.2,4,1.18641592563267
"delta_max_vs_a","delta_max","a",0.03,4,1.18641592563267
"a_vs_b","a","b",4,2,1.18641592563267
"a_vs_p","a","p",4,0.4,1.18641592563267
"delta_max_vs_a","delta_max","a",0.045,2.75,1.18776504521002
"a_vs_b","a","b",3.5,1.25,1.18895347805035
"E_star_vs_a","E_star","a",357.142857142857,3.5,1.18954014338687
"E_star_vs_a","E_star","a",292.857142857143,3.25,1.18998805822169
"a_vs_p","a","p",4,0.35,1.19005703118678
"gamma_max_vs_a","gamma_max","a",0.271428571428571,3,1.19027660091553
"E_star_vs_a","E_star","a",421.428571428571,3.75,1.1909853690963
"E_star_vs_a","E_star","a",228.571428571429,3,1.19223218447945
"a_vs_b","a","b",2.75,0.75,1.19241837515445
"a_vs_p","a","p",4,0.3,1.19352570615116
"a_vs_p","a","p",4,0.1,1.19364470114393
"delta_max_vs_a","delta_max","a",0.07,2,1.19369544652463
"a_vs_b","a","b",3.75,1.5,1.19379276084785
"E_star_vs_a","E_star","a",485.714285714286,4,1.19426872614068
"a_vs_b","a","b",2,0.5,1.19518804458384
"a_vs_p","a","p",4,0.25,1.19624235379579
"E_star_vs_a","E_star","a",164.285714285714,2.75,1.19651875261252
"a_vs_p","a","p",4,0.15,1.19654509561357
"a_vs_b","a","b",3.25,1,1.1973006691732
"a_vs_p","a","p",4,0.2,1.19745945077231
"delta_max_vs_b","delta_max","b",0.05,0.75,1.20147020697361
"delta_max_vs_a","delta_max","a",0.035,3.5,1.20149250762301
"delta_max_vs_a","delta_max","a",0.06,2.25,1.20221426485121
"gamma_max_vs_a","gamma_max","a",0.257142857142857,3.25,1.2038752872437
"E_star_vs_a","E_star","a",100,2.5,1.20666503288389
"a_vs_b","a","b",4,1.75,1.20689912250337
"gamma_max_vs_a","gamma_max","a",0.3,2.75,1.20971050476459
"gamma_max_vs_a","gamma_max","a",0.242857142857143,3.5,1.21368564721751
"gamma_max_vs_a","gamma_max","a",0.228571428571429,3.75,1.22023010883581
"gamma_max_vs_a","gamma_max","a",0.214285714285714,4,1.2239312125932
"a_vs_b","a","b",3.75,1.25,1.22536224228405
"a_vs_b","a","b",3,0.75,1.22676522289682
"gamma_max_vs_a","gamma_max","a",0.285714285714286,3,1.22774177450349
"a_vs_b","a","b",2.25,0.5,1.23015935504362
"a_vs_b","a","b",4,1.5,1.23080334209114
"delta_max_vs_a","delta_max","a",0.075,2,1.2313861481747
"a_vs_b","a","b",3.5,1,1.23213076286883
"E_star_vs_a","E_star","a",421.428571428571,4,1.23220526366039
"E_star_vs_a","E_star","a",357.142857142857,3.75,1.23361895305638
"delta_max_vs_a","delta_max","a",0.055,2.5,1.2349018999724
"delta_max_vs_a","delta_max","a",0.04,3.25,1.23643806036743
"E_star_vs_a","E_star","a",292.857142857143,3.5,1.23734934941208
"delta_max_vs_b","delta_max","b",0.07,1,1.24027789938908
"gamma_max_vs_a","gamma_max","a",0.271428571428571,3.25,1.24132775790022
"E_star_vs_a","E_star","a",228.571428571429,3.25,1.24340414835753
"delta_max_vs_a","delta_max","a",0.065,2.25,1.24764091182319
"delta_max_vs_a","delta_max","a",0.035,3.75,1.24878440170924
"gamma_max_vs_a","gamma_max","a",0.257142857142857,3.5,1.25112727458085
"delta_max_vs_a","delta_max","a",0.05,2.75,1.2517923944591
"E_star_vs_a","E_star","a",164.285714285714,3,1.25217217247801
"delta_max_vs_a","delta_max","a",0.045,3,1.25262600508589
"gamma_max_vs_a","gamma_max","a",0.242857142857143,3.75,1.25766407512533
"a_vs_b","a","b",3.25,0.75,1.25854975820662
"delta_max_vs_b","delta_max","b",0.04,0.5,1.25939992125936
"a_vs_b","a","b",4,1.25,1.25949122107986
"gamma_max_vs_a","gamma_max","a",0.228571428571429,4,1.26136107366046
"a_vs_b","a","b",2.5,0.5,1.26169387045302
"a_vs_b","a","b",3.75,1,1.26467993050766
"gamma_max_vs_a","gamma_max","a",0.3,3,1.26510608579695
"delta_max_vs_a","delta_max","a",0.08,2,1.26666819558984
"E_star_vs_a","E_star","a",100,2.75,1.26766144532082
"E_star_vs_a","E_star","a",357.142857142857,4,1.27474758429942
"gamma_max_vs_a","gamma_max","a",0.285714285714286,3.25,1.27867146712013
"E_star_vs_a","E_star","a",292.857142857143,3.75,1.2813236353069
"delta_max_vs_b","delta_max","b",0.055,0.75,1.28537025180394
"delta_max_vs_a","delta_max","a",0.06,2.5,1.28612819695896
"a_vs_b","a","b",3.5,0.75,1.28812466300166
"gamma_max_vs_a","gamma_max","a",0.271428571428571,3.5,1.28845514193184
"delta_max_vs_a","delta_max","a",0.07,2.25,1.28972119901112
"delta_max_vs_a","delta_max","a",0.04,3.5,1.28991414014926
"a_vs_b","a","b",2.75,0.5,1.29041071521902
"E_star_vs_a","E_star","a",228.571428571429,3.5,1.29064652565815
"delta_max_vs_a","delta_max","a",0.035,4,1.29304133147119
"delta_max_vs_b","delta_max","b",0.075,1,1.29470941033824
"gamma_max_vs_a","gamma_max","a",0.257142857142857,3.75,1.29498176259986
"a_vs_b","a","b",4,1,1.2952198489754
"gamma_max_vs_a","gamma_max","a",0.242857142857143,4,1.29867430741564
"E_star_vs_a","E_star","a",164.285714285714,3.25,1.30321087323271
"delta_max_vs_a","delta_max","a",0.055,2.75,1.30985623234574
"delta_max_vs_a","delta_max","a",0.045,3.25,1.3126328447801
"a_vs_b","a","b",3.75,0.75,1.31577455249567
"gamma_max_vs_a","gamma_max","a",0.3,3.25,1.31587635523448
"a_vs_b","a","b",3,0.5,1.31677437414438
"delta_max_vs_a","delta_max","a",0.05,3,1.31887834670559
"E_star_vs_a","E_star","a",292.857142857143,4,1.32230993406965
"E_star_vs_a","E_star","a",100,3,1.32315750042474
"gamma_max_vs_a","gamma_max","a",0.285714285714286,3.5,1.3256395882125
"delta_max_vs_a","delta_max","a",0.075,2.25,1.32886970092197
"gamma_max_vs_a","gamma_max","a",0.271428571428571,3.75,1.33215371678211
"delta_max_vs_a","delta_max","a",0.065,2.5,1.33323798307214
"E_star_vs_a","E_star","a",228.571428571429,3.75,1.33445417602051
"gamma_max_vs_a","gamma_max","a",0.257142857142857,4,1.33584150498108
"delta_max_vs_a","delta_max","a",0.04,3.75,1.3398042478124
"a_vs_b","a","b",3.25,0.5,1.34114246987897
"a_vs_b","a","b",4,0.75,1.34173245380158
"delta_max_vs_b","delta_max","b",0.08,1,1.34671352368767
"E_star_vs_a","E_star","a",164.285714285714,3.5,1.3502594828563
"gamma_max_vs_a","gamma_max","a",0.3,3.5,1.3626526340927
"delta_max_vs_a","delta_max","a",0.06,2.75,1.36283779189162
"a_vs_b","a","b",3.5,0.5,1.36379635171883
"delta_max_vs_b","delta_max","b",0.06,0.75,1.36526549843742
"delta_max_vs_a","delta_max","a",0.08,2.25,1.36543417368043
"delta_max_vs_a","delta_max","a",0.045,3.5,1.36840332434368
"gamma_max_vs_a","gamma_max","a",0.285714285714286,3.75,1.36915218175295
"gamma_max_vs_a","gamma_max","a",0.271428571428571,4,1.37283497225177
"E_star_vs_a","E_star","a",100,3.25,1.37395892593518
"E_star_vs_a","E_star","a",228.571428571429,4,1.37523865646305
"delta_max_vs_a","delta_max","a",0.07,2.5,1.37677645267804
"delta_max_vs_a","delta_max","a",0.055,3,1.37882185256796
"delta_max_vs_a","delta_max","a",0.05,3.25,1.38094288766899
"delta_max_vs_b","delta_max","b",0.045,0.5,1.38190994338331
"a_vs_b","a","b",3.75,0.5,1.38496143633553
"delta_max_vs_a","delta_max","a",0.04,4,1.38651905009001
"E_star_vs_a","E_star","a",164.285714285714,3.75,1.3938296993394
"a_vs_b","a","b",4,0.5,1.40482117141677
"gamma_max_vs_a","gamma_max","a",0.3,3.75,1.40595101153953
"gamma_max_vs_a","gamma_max","a",0.285714285714286,4,1.40962864637628
"delta_max_vs_a","delta_max","a",0.065,2.75,1.411454366977
"delta_max_vs_a","delta_max","a",0.075,2.5,1.41719609150893
"delta_max_vs_a","delta_max","a",0.045,3.75,1.42045169851579
"E_star_vs_a","E_star","a",100,3.5,1.42071398880253
"delta_max_vs_a","delta_max","a",0.06,3,1.4334029321258
"E_star_vs_a","E_star","a",164.285714285714,4,1.43434517229896
"delta_max_vs_a","delta_max","a",0.05,3.5,1.43863405993015
"delta_max_vs_b","delta_max","b",0.065,0.75,1.44153188404704
"delta_max_vs_a","delta_max","a",0.055,3.25,1.4426228198303
"gamma_max_vs_a","gamma_max","a",0.3,4,1.44619800781007
"delta_max_vs_a","delta_max","a",0.08,2.5,1.45487523624951
"delta_max_vs_a","delta_max","a",0.07,2.75,1.4562949382772
"E_star_vs_a","E_star","a",100,3.75,1.46395093972523
"delta_max_vs_a","delta_max","a",0.045,4,1.46920955918267
"delta_max_vs_a","delta_max","a",0.065,3,1.48339023280298
"delta_max_vs_a","delta_max","a",0.05,3.75,1.49248950584514
"delta_max_vs_a","delta_max","a",0.075,2.75,1.49784703191
"delta_max_vs_a","delta_max","a",0.06,3.25,1.49868004708376
"delta_max_vs_b","delta_max","b",0.05,0.5,1.49934290747404
"delta_max_vs_a","delta_max","a",0.055,3.5,1.50193420977569
"E_star_vs_a","E_star","a",100,4,1.50410522924691
"delta_max_vs_b","delta_max","b",0.07,0.75,1.51450085469852
"delta_max_vs_a","delta_max","a",0.07,3,1.52941353083189
"delta_max_vs_a","delta_max","a",0.08,2.75,1.5365172223389
"delta_max_vs_a","delta_max","a",0.05,4,1.54295930866856
"delta_max_vs_a","delta_max","a",0.065,3.25,1.54993133280072
"delta_max_vs_a","delta_max","a",0.055,3.75,1.55731454611244
"delta_max_vs_a","delta_max","a",0.06,3.5,1.55936854203264
"delta_max_vs_a","delta_max","a",0.075,3,1.57199300026262
"delta_max_vs_b","delta_max","b",0.075,0.75,1.58446620109435
"delta_max_vs_a","delta_max","a",0.07,3.25,1.59704471043317
